Date,Close,High,Low,Open,Volume,Ticker
2005-09-30,17.888635635375977,18.041590231043028,17.80520706144238,18.013779822349644,57644500,MSFT
2005-10-03,17.72873306274414,17.888638964268107,17.687018768014738,17.874733757333804,55341300,MSFT
2005-10-04,17.36720085144043,17.65225088464906,17.207294993996204,17.631394406070427,151666300,MSFT
2005-10-05,17.15167808532715,17.415870353588478,17.15167808532715,17.408919077066354,73684700,MSFT
2005-10-06,17.193387985229492,17.346342551132846,17.054339947040006,17.14472110555952,81724600,MSFT
2005-10-07,17.09604835510254,17.269859337707427,17.04738149214478,17.221192474749667,50768700,MSFT
2005-10-10,17.005674362182617,17.158628951659075,16.92919839351761,17.151676349767126,48880900,MSFT
2005-10-11,16.970909118652344,17.068242872574604,16.859670163863207,17.040433796913792,76567300,MSFT
2005-10-12,16.894439697265625,17.17253853965032,16.873583212338264,17.026536514790998,71294400,MSFT
2005-10-13,17.09604835510254,17.193382081018058,16.873570509539892,16.901379577198945,70192000,MSFT
2005-10-14,17.15167808532715,17.193392374826654,17.03348649335076,17.1794871696357,53846700,MSFT
2005-10-17,17.054344177246094,17.16558316581891,16.991772080414716,17.15863056327394,46924400,MSFT
2005-10-18,17.082157135009766,17.262920863950047,16.99872853769803,17.026537628110727,69328200,MSFT
2005-10-19,17.44368553161621,17.44368553161621,17.033491148883726,17.075205449784434,66574500,MSFT
2005-10-20,17.235107421875,17.471489271957033,17.200344410044327,17.415869779101264,58830600,MSFT
2005-10-21,17.2281551361084,17.381108412754234,17.08215313588313,17.318536316382453,69431200,MSFT
2005-10-24,17.450632095336914,17.450632095336914,17.158629437965246,17.30463010361445,51868000,MSFT
2005-10-25,17.401960372924805,17.4714837223563,17.262911021916036,17.346340897735875,41310500,MSFT
2005-10-26,17.45757484436035,17.61052802577169,17.3324307295363,17.360239796123583,58178100,MSFT
2005-10-27,17.27681541442871,17.568817977035806,17.27681541442871,17.534054977872565,61566100,MSFT
2005-10-28,17.749591827392578,17.798258728205543,17.450636492600253,17.450636492600253,106559300,MSFT
2005-10-31,17.867782592773438,17.93730597573696,17.728733174699325,17.80521048724744,75122100,MSFT
2005-11-01,18.048538208007812,18.145873294569263,17.80520380678677,17.80520380678677,71370400,MSFT
2005-11-02,18.39616584777832,18.423976259780027,18.027687171269715,18.027687171269715,75067100,MSFT
2005-11-03,18.382259368896484,18.521307431025576,18.250162582711585,18.493498349029057,73421600,MSFT
2005-11-04,18.535213470458984,18.56997515603969,18.38921279973207,18.444832292305176,57464000,MSFT
2005-11-07,18.778539657592773,18.827206522981037,18.563014399699334,18.576918271186962,77104800,MSFT
2005-11-08,18.806360244750977,18.89674275817552,18.611692663972153,18.729884263476485,60091700,MSFT
2005-11-09,18.743789672851562,18.87588648921075,18.729885791713922,18.75769488006275,59562100,MSFT
2005-11-10,18.83416748046875,18.875881765589916,18.521307026876958,18.729881104629225,73314800,MSFT
2005-11-11,18.966266632080078,19.0427426100062,18.861978917144977,18.875884122612774,51945600,MSFT
2005-11-14,19.028827667236328,19.077494532005286,18.91063614162346,19.021875068544677,67152200,MSFT
2005-11-15,19.175270080566406,19.203162020883017,19.000949443470347,19.056731994142652,65081000,MSFT
2005-11-16,19.342613220214844,19.440232328627932,19.13342903648376,19.16131964033296,86277000,MSFT
2005-11-17,19.50298500061035,19.52390394791172,19.35655635938201,19.419311871325704,91351000,MSFT
2005-11-18,19.572723388671875,19.698234476003012,19.454185287299254,19.607588318464458,75431200,MSFT
2005-11-21,19.635469436645508,19.691251967376186,19.412339313722786,19.572713923328436,65794400,MSFT
2005-11-22,19.46114730834961,19.57968534293487,19.426283728161142,19.56573937887535,104253300,MSFT
2005-11-23,19.468124389648438,19.586662449193444,19.34261334660542,19.468124389648438,70541300,MSFT
2005-11-25,19.35655975341797,19.482070799312826,19.154347217262774,19.384450358083136,44082500,MSFT
2005-11-28,19.349586486816406,19.41931499240066,19.19618483849954,19.377478421034358,57517200,MSFT
2005-11-29,19.30076789855957,19.377469351799743,19.244985386192173,19.377469351799743,62220400,MSFT
2005-11-30,19.30076789855957,19.363523391217893,19.265902997104945,19.30076789855957,55904700,MSFT
2005-12-01,19.44721221923828,19.59364226382677,19.335647104295184,19.335647104295184,61006100,MSFT
2005-12-02,19.530885696411133,19.593641236521453,19.377484003897578,19.398401630627014,42319600,MSFT
2005-12-05,19.419309616088867,19.5378476437762,19.32168920331325,19.475092139120537,47517300,MSFT
2005-12-06,19.30775260925293,19.468127263499632,19.300779624725575,19.454181294444922,65980000,MSFT
2005-12-07,19.349586486816406,19.349586486816406,19.210129475647893,19.293803948341125,55583200,MSFT
2005-12-08,19.30775260925293,19.39142576365955,19.24499707846756,19.321697248346826,63931600,MSFT
2005-12-09,19.321697235107422,19.40537171941752,19.272887673410203,19.321697235107422,48467000,MSFT
2005-12-12,19.140399932861328,19.349584093782905,19.056725470516422,19.314720510282797,63757200,MSFT
2005-12-13,18.91727638244629,19.126461960750532,18.82663022948716,19.02884282218516,104285500,MSFT
2005-12-14,18.88937759399414,18.993969672894618,18.72203000176129,18.826622080661767,65076200,MSFT
2005-12-15,18.77084732055664,18.90333138465441,18.69414581029567,18.88241242823024,79018100,MSFT
2005-12-16,18.756900787353516,18.882411862214266,18.694145249923142,18.74295481682211,88542500,MSFT
2005-12-19,18.70808982849121,18.73598176747874,18.58257876296903,18.70111684374433,68680100,MSFT
2005-12-20,18.729005813598633,18.742950450920883,18.59652178433243,18.65927730714481,62960600,MSFT
2005-12-21,18.63836669921875,18.763877801025405,18.62442072569329,18.735987183935727,75800900,MSFT
2005-12-22,18.54073143005371,18.67321540347656,18.422193418035388,18.624404538560718,91276900,MSFT
2005-12-23,18.57559585571289,18.596514798779285,18.436140225150684,18.491922743367596,30689200,MSFT
2005-12-27,18.450090408325195,18.722031430166822,18.44311875516564,18.603493377046252,37819000,MSFT
2005-12-28,18.401275634765625,18.589542135702757,18.373385040160215,18.484950078502184,35444400,MSFT
2005-12-29,18.31760025024414,18.477974806734835,18.310627269967153,18.415219314201956,34495500,MSFT
2005-12-30,18.233936309814453,18.345501398527688,18.199072718326853,18.233936309814453,49044600,MSFT
2006-01-03,18.71506118774414,18.826626274082585,18.199072330938645,18.303664433135847,79973000,MSFT
2006-01-04,18.805694580078125,18.882396023702906,18.666238981621962,18.666238981621962,57975600,MSFT
2006-01-05,18.81964683532715,18.91726591990248,18.763864311289776,18.79872789007803,48245500,MSFT
2006-01-06,18.763864517211914,18.8266200236877,18.471005930311694,18.749918553559453,100963000,MSFT
2006-01-09,18.729005813598633,18.87543448018708,18.65927730714481,18.777815369128117,55625000,MSFT
2006-01-10,18.826622009277344,18.840567974400646,18.540736374051818,18.58257293946129,64921900,MSFT
2006-01-11,19.02882957458496,19.098556722182312,18.756888645106947,18.833590103416142,70120700,MSFT
2006-01-12,18.92424201965332,19.007916484475913,18.80570397029827,19.00094350157732,45994800,MSFT
2006-01-13,18.9591007232666,19.00093727699226,18.833589732129557,18.847535693358132,41418000,MSFT
2006-01-17,18.81964683532715,18.95910381040072,18.75689132954007,18.75689132954007,58566600,MSFT
2006-01-18,18.70808982849121,18.812681939772744,18.617443686703446,18.645334295730123,52376200,MSFT
2006-01-19,18.84056854248047,18.99397017358085,18.722030495279114,18.735976460822915,60367600,MSFT
2006-01-20,18.415225982666016,18.833595641063933,18.310633900556656,18.833595641063933,79165900,MSFT
2006-01-23,18.373390197753906,18.498901233610862,18.33852528226001,18.415226766386045,47925600,MSFT
2006-01-24,18.324581146240234,18.443119202234215,18.282743246505483,18.36641771601441,63040700,MSFT
2006-01-25,18.40825653076172,18.52679460121197,18.289718460311466,18.41522951490123,59072100,MSFT
2006-01-26,18.477977752685547,18.631379353356127,18.34549376622083,18.519814311057484,69509300,MSFT
2006-01-27,19.377477645874023,19.489042718361627,18.95910795906522,18.986998562206836,134520700,MSFT
2006-01-30,19.523910522460938,19.649421588613354,19.370508847141796,19.398399456308525,103999200,MSFT
2006-01-31,19.628496170043945,19.78887077732905,19.433257980291792,19.461148580273345,94841300,MSFT
2006-02-01,19.551801681518555,19.57271930506882,19.356562105297627,19.496017805489025,68448800,MSFT
2006-02-02,19.30076789855957,19.516924967738234,19.210120484737548,19.502979007156384,55073400,MSFT
2006-02-03,19.203153610229492,19.314718662710508,19.063696629648057,19.161315718078864,75022700,MSFT
2006-02-06,18.945165634155273,19.203160745100053,18.889383087188946,19.18224179125237,60170500,MSFT
2006-02-07,18.784786224365234,18.931214874362635,18.69413877725785,18.791759207216607,72159500,MSFT
2006-02-08,18.763864517211914,18.88240254833725,18.624407540607887,18.83359300551393,51795200,MSFT
2006-02-09,18.58954620361328,18.84754124246069,18.582573220946006,18.798730363789755,52861700,MSFT
2006-02-10,18.610471725463867,18.74992743818851,18.484960653039042,18.561662159512196,52127000,MSFT
2006-02-13,18.401275634765625,18.617434060268334,18.36641205901882,18.56862319227858,46707000,MSFT
2006-02-14,18.58258056640625,18.60349952267708,18.37339632354188,18.415232906122558,58432900,MSFT
2006-02-15,18.806455612182617,18.84143866025734,18.540591119148907,18.610555880831516,62808900,MSFT
2006-02-16,18.75748634338379,18.820454514465418,18.589571665321863,18.785472790294396,48868500,MSFT
2006-02-17,18.680530548095703,18.75749062573545,18.58257929601346,18.659540708120748,41513200,MSFT
2006-02-21,18.568588256835938,18.694523299068248,18.428658652843232,18.694523299068248,50216100,MSFT
2006-02-22,18.694517135620117,18.792468359908238,18.51960585553003,18.56158552356801,43043100,MSFT
2006-02-23,18.652536392211914,18.813454428832667,18.56857973591717,18.701511330795014,47359100,MSFT
2006-02-24,18.631547927856445,18.708509313828923,18.554587876351054,18.603562818527326,44753800,MSFT
2006-02-27,18.925403594970703,19.072329792296316,18.659538985503172,18.715510552468306,51301500,MSFT
2006-02-28,18.799470901489258,19.100317277192946,18.799470901489258,18.855442475395478,65036100,MSFT
2006-03-01,18.98836898803711,19.03034865795093,18.855437370045014,18.8764258705347,53061200,MSFT
2006-03-02,18.869430541992188,18.96038516518977,18.820455591563018,18.90441360263253,41850300,MSFT
2006-03-03,18.841449737548828,19.002367849899244,18.708516745644406,18.75749170727561,45218800,MSFT
2006-03-06,18.82744026184082,18.99535484300784,18.77146873478515,18.83443686953109,53054100,MSFT
2006-03-07,18.932392120361328,18.96037855912273,18.757480881503124,18.820449034249425,51613900,MSFT
2006-03-08,19.065330505371094,19.240241794411197,18.86942938123798,18.88342260463332,57547400,MSFT
2006-03-09,18.890422821044922,19.18427389608432,18.890422821044922,19.079327369527565,45360700,MSFT
2006-03-10,19.009355545043945,19.044337262806035,18.806457845516242,18.932394164606954,41297200,MSFT
2006-03-13,18.96738052368164,19.09331686472858,18.848440794300338,19.016355470873844,40342600,MSFT
2006-03-14,19.05133819580078,19.15628470736531,18.883423510404082,18.918406570570454,39821800,MSFT
2006-03-15,19.142284393310547,19.20525253943065,18.89740841778422,19.030341318978518,57152000,MSFT
2006-03-16,19.07932472229004,19.226249572190316,19.044341661979995,19.128299672256798,73793700,MSFT
2006-03-17,19.24024772644043,19.35219087918231,19.079329611182434,19.135301187553374,120615000,MSFT
2006-03-20,19.513105392456055,19.583070183621622,19.35918391946572,19.380173757155614,67094100,MSFT
