Date,Close,High,Low,Open,Volume
,CSCO,CSCO,CSCO,CSCO,CSCO
2005-01-03,12.567927360534668,12.756576972253484,12.535402164396729,12.63297899356725,56725600
2005-01-04,12.07353401184082,12.613460337112485,12.06052468072168,12.606955051174703,106241900
2005-01-05,12.080039978027344,12.281698890428665,12.001979023891057,12.014988355742775,66100500
2005-01-06,12.262187004089355,12.268692291842735,12.073537381511674,12.145094306042074,63790900
2005-01-07,12.177617073059082,12.346750798612803,12.11256669002471,12.307720320640874,54415000
2005-01-10,12.177617073059082,12.255679269759463,12.099556117115227,12.138586595087155,47183300
2005-01-11,12.125576972961426,12.177618027923451,12.008484289107715,12.0735359179994,53236100
2005-01-12,12.314229011535645,12.340248923791655,12.17111515147855,12.203641592744647,65081900
2005-01-13,12.216647148132324,12.353254423032883,12.119069105196088,12.307718664732697,56893000
2005-01-14,12.281698226928711,12.340244559746298,12.216647848914883,12.27519418173247,51197100
2005-01-18,12.190628051757812,12.229658531028948,12.119071139130261,12.197133338429095,51416900
2005-01-19,11.806825637817383,12.151598410636522,11.780805730094107,12.138587836396558,72873000
2005-01-20,11.917412757873535,11.988969673758636,11.650702195992046,11.7612895929251,83539400
2005-01-21,11.715750694274902,12.027996940734614,11.709245409045788,11.910904288123149,56209900
2005-01-24,11.54662036895752,11.839352085881638,11.514095174080017,11.806825650247484,80477000
2005-01-25,11.390496253967285,11.6962372789903,11.325444628859513,11.64419622705539,76495900
2005-01-26,11.50759220123291,11.618179623115847,11.416519403898379,11.579147892505233,73530300
2005-01-27,11.82634162902832,11.85236153703729,11.533609909198246,11.559631057963882,76947600
2005-01-28,11.644192695617676,11.962944197142956,11.611667513306266,11.884883263293101,77990000
2005-01-31,11.735270500183105,11.904403010046758,11.696238775669917,11.806826180277202,51573700
2005-02-01,11.793814659118652,11.87187686112471,11.709248410972316,11.767794752287706,55135300
2005-02-02,11.806825637817383,11.904402463103812,11.741774007374215,11.852361406900608,57884400
2005-02-03,11.39700698852539,11.76779981590173,11.383996409133237,11.735274608178491,86470500
2005-02-04,11.644192695617676,11.657203264844709,11.436028551009834,11.436028551009834,75320600
2005-02-07,11.813326835632324,11.839347975104765,11.644193151330116,11.709244759254998,62682700
2005-02-08,11.865374565124512,11.988972565807442,11.813333497588054,11.85886927658784,112368000
2005-02-09,11.468559265136719,11.917414193923436,11.383993005883138,11.910908906172118,116920500
2005-02-10,11.436031341552734,11.55312401165585,11.390495578902962,11.533608153053171,81179800
2005-02-11,11.514094352722168,11.624681744476234,11.299424855876811,11.429526866862641,99165600
2005-02-14,11.689732551574707,11.741773605998965,11.475063046980067,11.520598814506716,59189600
2005-02-15,11.657205581665039,11.826339292962563,11.585648677450896,11.748277102842007,65160200
2005-02-16,11.520596504211426,11.676720876932238,11.501081888188594,11.618174547351025,56805900
2005-02-17,11.351466178894043,11.540114533583221,11.312434457987376,11.533609246765444,46135700
2005-02-18,11.253888130187988,11.436032439023215,11.240878797294224,11.410012532479094,60417100
2005-02-22,11.260394096374512,11.416517267328237,11.156311982405363,11.162817269623018,65804900
2005-02-23,11.240880012512207,11.32544626886855,11.143301940342242,11.305930406283212,58968400
2005-02-24,11.175826072692871,11.247382979988663,11.143299641760024,11.201845976682677,53681900
2005-02-25,11.18883991241455,11.273406176021924,11.149808183897147,11.18883991241455,38126100
2005-02-28,11.331950187683105,11.423021720567945,11.169321741384987,11.18883760161313,62138100
2005-03-01,11.383990287780762,11.501082957833257,11.325443952754513,11.344959811348755,50503000
2005-03-02,11.54011058807373,11.605162193254076,11.357966341719996,11.377482195500951,57781500
2005-03-03,11.579144477844238,11.644196102254798,11.520598139950389,11.527103426467098,48778400
2005-03-04,11.735270500183105,11.761290409101857,11.553126174725017,11.644197717075707,55641700
2005-03-07,11.865374565124512,12.047518921880572,11.806828209051382,11.8913957192712,97495200
2005-03-08,11.787311553955078,12.028000984571069,11.780806266538875,11.865372521436104,54072000
2005-03-09,12.054018020629883,12.190625287480849,11.878379042601825,11.884884327798007,80748600
2005-03-10,12.171114921569824,12.223157226612516,12.008486440581942,12.125579145414312,81350200
2005-03-11,12.00197696685791,12.229655744697025,11.845852603830686,12.145089518750536,55821100
2005-03-14,12.060530662536621,12.119075783501177,12.001984300815021,12.02149892755086,41102900
2005-03-15,11.871874809265137,12.132080036385423,11.83934962115875,12.086544276733923,43168700
2005-03-16,11.754782676696777,11.878380630433508,11.709246914992837,11.806823724466488,47912700
2005-03-17,11.728763580322266,11.904401353159027,11.715753007295383,11.722258293808824,48988500
2005-03-18,11.579144477844238,11.806824542902927,11.579144477844238,11.754783491525787,52249300
